sentence,spoiler,page,trope
"Ironically usually it's agents who get people out of that situation, not in it themselves.",False,Extras,WaitingForABreak
" created by Sandy Frank Productions that expanded on the premise of its other music-based game show,  Name That Tune .",False,FaceTheMusic,GameShow
A contestant was eliminated after the second and third rounds.,False,FaceTheMusic,GameShow
This series provides examples of:   Companion Cube  (Mrs Beasley),False,FamilyAffair,FamilyAffair
"In fact, the youngest daughter,  Judy Winslow, was phased out to a life of porn  because she didn't have much interaction with him.",False,FamilyMatters,TheNineties
"During the series' early years, Eddie was especially prone to this.",False,FamilyMatters,AesopAmnesia
"In one episode, Laura partners up with Steve for a science project, hoping to get an easy ""A"".",True,FamilyMatters,AllJustADream
"She falls asleep on the couch at one point and dreams that  he accidentally nukes Chicago , complete with a mushroom cloud echoing  ""DID I DO THAT?",True,FamilyMatters,AllJustADream
"Jo Marie Payton, the original Harriet, did appear in the last episode, as one of the NASA staff monitoring Steve's space expedition.",False,FamilyMatters,BackForTheFinale
Carl gets a part-time job there during season 4.,False,FamilyMatters,BadJobWorseUniform
"""  Later: ""Look what you did.",False,FamilyMatters,Catchphrase
There's no need to fight over me!,False,FamilyMatters,CatFight
One episode had the two even duking it out in a boxing ring.,False,FamilyMatters,CatFight
"Eddie the underachiever spends the final season working as a cop, even evoking a  Mama Bear  moment from Harriet at the end of the series.",True,FamilyMatters,CharacterDevelopment
Richie wins.,False,FamilyMatters,CockFight
Because cars do tend to get moved around.,False,FamilyMatters,DidNotDoTheResearch
"In the same episode, when asked where he got the plutonium to make his time-machine's  nuclear batteries , Urkel casually replies, ""Radio Shack.",False,FamilyMatters,EarlyInstallmentWeirdness
"Miller - Boyett loves to use these, and makes a habit of it.",False,FamilyMatters,EstablishingShot
Almost got Carl convicted in a later episode.,False,FamilyMatters,ManipulativeEditing
"Not intentional, but Jaleel White became a well built, athletic adult later in the shows run.",False,FamilyMatters,MusclesAreMeaningless
We all know what happened to her afterwards...,False,FamilyMatters,ScrewedByTheNetwork
The AI Urkel even did the Max Headroom-type stuttering.,False,FamilyMatters,ShoutOut
And the time Eddie was teased for being a virgin and eventually had to confront his friends for it.,False,FamilyMatters,WhamEpisode
", a bruised and bloodied Eddie staggers into the restaurant.",False,FamilyMatters,ItGotWorse
Cun Xi has Xin Yi sign an open-date Divorce Agreement on the first day of their marriage.,False,FatedToLoveYou,JerkWithAHeartOfGold
Xin Yi's older sister Feng Jiao gives birth in a warehouse.,False,FatedToLoveYou,ScreamingBirth
Arguably a case of  Rule of Funny ; Dermot Morgan usually managed to wring some laughs out of the situation with his exasperated reactions to what Dougal was saying.,False,FatherTed,CaptainObvious
"After getting kicked by Ted in the episode  Kicking Bishop Brennan Up the Arse , Bishop Brennan remains in a state of shocked disbelief for the time it takes him to fly to Rome for an audience with the Pope, at which point he finally snaps out of it with a roar of ""He  did  kick me up the arse!"".",False,FatherTed,DelayedReaction
And then  shoves His Holiness out of the way  and rushes back to Ireland.,False,FatherTed,DelayedReaction
He doesn't even understand depth perception.,False,FatherTed,TheDitz
"Mrs Doyle  hates  the language in modern novels, in fact she hates it so much that she spends five minutes speaking all of the language that she hates.",False,FatherTed,HypocriticalHumour
Ted's dreaming about taking Peter Clifford's place in  Ballykissangel  and has just started kissing Assumpta when he's rudely awoken by Dougal.,False,FatherTed,IWasHavingSuchANiceDream
"In ""Night of the Nearly Dead"",  hordes of middle-aged women  have descended on the Parochial House to see crooner Eoin McLove, and have punched through the front door to grab him after he retreats back into the house.",False,FatherTed,PassThePopcorn
"Dougal figures that Ted Kicking Bishop Brennan Up The Arse is so ridiculous, Brennan himself wouldn't believe it.",False,FatherTed,RefugeInAudacity
Her dedication to tea making is frankly disturbing.,False,FatherTed,RunningGag
"John and Mary, the 'loving couple' that keep trying to kill each other.",False,FatherTed,RunningGag
"While tea drinking is generally associated with the English, the Republic of Ireland are just about equally notorious.",False,FatherTed,SpotOfTea
"""Competition Time"" is the one episode where Ted and Co.",False,FatherTed,ThrowTheDogABone
"Irish comedian Jon Kenny played a cinema owner in ""The Passion of St Tibulus"" and a Eurosong MC in ""Song for Europe"" (in the latter role, he was filling in for  Steve Coogan  who pulled out at the last minute).",False,FatherTed,YouLookFamiliar
"In 1999,  CBS  attempted to remake  Fawlty Towers  as a John Laroquette vehicle entitled  Payne  (after Laroquette's character, ""Royal Payne"").",False,FawltyTowers,WorldWarTwo
"The story goes that when John Cleese was still a member of  Monty Python , the group had gone someplace by bus, and the bus broke down in Torquay.",False,FawltyTowers,BasedOnATrueStory
"One of the best was in  Waldorf Salad , wherein he tries to charm the attractive lady at the desk while pointing out the obnoxious American tourist as typical of the ""rubbish"" they usually get.",False,FawltyTowers,BlatantLies
Food handling routines suspect.,False,FawltyTowers,BreadEggsMilkSquick
"""  ""Oh, I knoooooow, I knooooooow.",False,FawltyTowers,CatchPhrase
"In one episode, Basil plans a surprise anniversary party for Sybil, but she assumes he's forgotten it.",False,FawltyTowers,ForgottenAnniversary
Also the kid who complains that his chips are the wrong shape.,False,FawltyTowers,HotelHellion
Basil is like this.,False,FawltyTowers,NoFameNoWealthNoService
"In fact, even the classist bias behind it backfires for him, allowing him to be   taken in by a con artist .",True,FawltyTowers,NoFameNoWealthNoService
"Richards Now, I've reserved a very quiet room, with a bath and a sea view.",False,FawltyTowers,WhosOnFirst
"I specifically asked for a sea view in my written confirmation, so please be sure I have it.",False,FawltyTowers,WhosOnFirst
"Fear Itself  provides examples of:   All Hallows Eve The setting of both ""The Spirit Box"" and ""The Circle"".",False,FearItself,GenreAnthology
They eventually get  Together in Death .,True,FearItself,AllLoveIsUnrequited
"And of course the wendigo, being a spirit, is certainly not really destroyed, just gone back out into the wilderness somewhere.",True,FearItself,BittersweetEnding
"This may be tainted by  Fridge Horror  when, after noticing the   howling wind  in the last couple seconds, you remember that Grady had been in the mountains with  three  friends.",True,FearItself,BittersweetEnding
"One who stayed in the cave with Grady, and  two  who   left for help and didn't come back.",True,FearItself,BittersweetEnding
In both groups   there's one to eat and one to be eaten.,True,FearItself,BittersweetEnding
And Grady forced Elena to   taste Rowdy's corpse  before Derek can   shoot him.,True,FearItself,BittersweetEnding
Who knows if the   Wendigo be able to possess her?,True,FearItself,BittersweetEnding
"But considering Grady wasn't planning on being killed, one begins to wonder why he'd want her   possession-compatible ... except that the episode has nothing refuting the idea that there might be   more than one Wendigo spirit out there.",True,FearItself,BittersweetEnding
 kills her shortly after by biting her throat off he is poisoned and dies.,True,FearItself,NinjaPirateZombieRobot
"Seemingly played straight in ""New Year's Day"" and then subverted -   The main character was  a zombie all along  so while she still remembered how to dial her friends phone numbers she couldn't articulate the words well enough to communicate with them .",True,FearItself,CanYouHearMeNow
"The ending of   ""The Circle"" .",True,FearItself,GroundhogDayLoop
"And in ""In Sickness and in Health,""  Shawn and Juliette are getting married.",False,FearItself,HeyItsThatGuy
"Occurs in ""Family Man"" Amazing Grace/How  sweet  creepy the sound/that  saved  fucked a wretch/like meeeeee...",False,FearItself,IronicNurseryTune
""" Eater "" to the  max ; absolutely  NOBODY  survived  that  one!",True,FearItself,KillEmAll
She died of cancer.,False,FearItself,MissingMom
"It results in a  Groundhog Day Loop , forcing the characters to  live that horrible night again and again .",True,FearItself,RewritingReality
"After he refuses, the witch writes a  Reality Warper  book to unleash her revenge on him.",True,FearItself,WritersBlock
The show was ended when Mayall complained to Ben Elton about his writing privilages.,False,FilthyRichAndCatflap,LargeHam
  Richie's incredible success at the end of the series drives Eddie to  smashing up the set.,True,FilthyRichAndCatflap,BerserkButton
"  Except the DNA test is part of an  elaborate plan  to share Richie's money between Eddie, Eddie's cousin, and Filthy.",True,FilthyRichAndCatflap,DaddyDNATest
And the blood sample is pure lager.,True,FilthyRichAndCatflap,DaddyDNATest
Him and Eddie are thrown out,False,FilthyRichAndCatflap,GayBarReveal
"On at least two occasions in the Toffler era, the winning team found the first clue card in less than 10 seconds, but then spent over 80 seconds in a fruitless search for the second card due to a misunderstanding of the clue.",False,FindersKeepers,AntiClimax
"Several Toffler episodes in particular, one of which had a final score of $975-$25 (out of a possible $1,000).",False,FindersKeepers,CurbStompBattle
See top of page.,False,FindersKeepers,OpeningNarration
"The people of the planet Triad, where everything is three times larger than Earth, including the populace.",False,FireballXL5,HeavyWorlder
"""   Mal:   ""It's enough.",False,Firefly,BoisterousBruiser
There's even a  Tabletop Roleplaying  game.,False,Firefly,BoisterousBruiser
She is  happily married  to...,False,Firefly,ActionGirl
Hulu  has all 14 episodes of the series available for streaming.,False,Firefly,Firefly
""" After a successful mission, Mal celebrates a little too much and does not realize his part in a bizarre wedding ritual.",False,Firefly,AccidentalMarriage
"Mostly when he's around Kaylee, and helped along by his  Fish out of Water  status - notable in that it's quite a change from the calm, collected demeanour he assumed when he first came on board  Serenity .",False,Firefly,Adorkable
"One of the several problems Mal has to solve in ""Out of Gas.",False,Firefly,AlmostOutOfOxygen
"   Joss Whedon   let it slip in an interview  that Derrial Book was not Shepherd's real name, but rather he had taken the identity of a man he had killed   They go into detail in the comic",True,Firefly,BecomingTheMask
" Saffron  briefly pretends to be one of these at the end of ""Our Mrs Reynolds""   it does not work.",True,Firefly,BestHerToBedHer
Mal:  Looks like we got here just in the nick of time.,False,Firefly,BigDamnHeroes
"And, if Jewel Staite's reaction during that scene is anything to go by, possibly Kaylee, too.",False,Firefly,BiTheWay
"Not that it helps him any when Mal pulls this off a  second time , with much more fatal results...and then shoots him  again   just to make sure.",True,Firefly,BoomHeadshot
Is his face wearing armor?,False,Firefly,BulletProofVest
"The ""hoop-ball"" game they play at the start of ""Bushwhacked,"" which even Simon says is not being played according to any rules that he can discern.",False,Firefly,Calvinball
"He tells her she's pretty,  even when she's covered in engine grease  and later tells her his politeness (stiffness, in her book) is just his way of showing her he likes her .",True,Firefly,CannotSpitItOut
"Of course, he still bungles  the flirting after that pretty badly anyway .",True,Firefly,CannotSpitItOut
", given that he remembers it after  he is shot in the stomach and manages to install the coil even as he is bleeding.",True,Firefly,ChekhovsGun
"The same part then shows up at the dump on Ariel, only to be tossed aside by Wash.",True,Firefly,ChekhovsGun
You'd think he'd want to keep a spare after what happened.,True,Firefly,ChekhovsGun
"The Alliance, which started out as an alliance between the United States and China.",False,Firefly,CocaPepsiInc
Now what are you going to do about it?,False,Firefly,CombatPragmatist
Start digging deeper and you have oppression and abuse perpetrated in the name of  making them all Better Worlds .,False,Firefly,CrapsaccharineWorld
Such abuse includes kidnapping a teenage girl and screwing with her brain to make her into a weapon and  a behavioral modification experiment that results in the unintentional extermination of an entire population and the creation of the Reavers .,True,Firefly,CrapsaccharineWorld
"Thankfully for Mal's romantic life,  Saffron's  actual  plans  include stealing his ship, and preclude any long-term relationship.",True,Firefly,CrazyCulturalComparison
"Due to its backstory of America and China being the two first superpowers to colonize space, the Verse is a mishmash of Western and Eastern cultures.",False,Firefly,CultureChopSuey
"The   funeral  at the end of ""Heart of Gold"" suggests a Christian/Buddhist fusion, including both a cross and Eastern-style incense bowls.",True,Firefly,CultureChopSuey
" Shepherd Book  Invoked in the Pilot when Mal rips the authorization code off a fallen comrade and then tells one of his squaddies "" You're Lieutenant Baker "" so they can order air support.",True,Firefly,DeadPersonImpersonation
"Mal crosses this at the battle of Serenity Valley, not even blinking when his comrade is blown away beside him when he realizes that the Independents have lost.",False,Firefly,DespairEventHorizon
The Operative crosses when he learns the Alliance made the Reavers.,True,Firefly,DespairEventHorizon
The Battle of Serenity Valley is also the moment Mal loses his faith.,True,Firefly,DespairEventHorizon
"If you look carefully, you'll notice he's wearing a crucifix during that scene.",True,Firefly,DespairEventHorizon
"From that point on, he's openly antagonistic to any display of religion.",True,Firefly,DespairEventHorizon
"Joss Whedon  was  once heard to say  that  whenever they felt they needed to up the drama , they would just have someone hold the  cute engineer  at gunpoint.",False,Firefly,DistressedDamsel
"At the time, Book is the only with  known  combat training.",False,Firefly,DontThinkFeel
"Although Simon does try hard to help, Book ends up having to advise him that he's  thinking too much  and should just go with the shot.",False,Firefly,DontThinkFeel
"His sister, on the other hand...  does feel it .",True,Firefly,DontThinkFeel
"When Kaylee asks how a client is chosen, Inara tries to explain that it's a process of feeling out a client through compatibility of spirit rather than actually thinking logically and carefully about it.",True,Firefly,DontThinkFeel
Mal doesn't believe a word of it.,True,Firefly,DontThinkFeel
":  During the episode ""Objects in Space"", in which  Jubal Early is spaced and left to die .",True,Firefly,DramaticSpaceDrifting
"Played for comedic value at the end of the episode, where even Jubal recognizes he is performing some excellent  Dramatic Space Drifting .",True,Firefly,DramaticSpaceDrifting
"Inara wins (at least, she recognizes the game).",True,Firefly,DuelOfSeduction
This allows his Independent superiors to  keep an eye on him  while he infiltrates the Alliance military.,True,Firefly,EyeScream
"Averted, Joss Whedon mentioned there is no faster than light travel in the Firefly-verse and supplemental materials indicate ships in the verse only get up to about 1/3 of light speed through inertial screening and gravity manipulation.",False,Firefly,FasterThanLightTravel
"We don't see the exact moment of forging; rather, the war they were in together seems to have been a protracted forging process.",False,Firefly,FireForgedFriends
"He eventually became a preacher, but he started out as a petty teenage criminal then became a spy during the war .",True,Firefly,FormerTeenRebel
Abso-gorram-lutely  everyone .,False,Firefly,GenreSavvy
"In the episode ""Trash,""  Saffron  assumes Mal is an idiot because he is being kind and compassionate to her.",True,Firefly,GoodIsNotDumb
"Then she walks headlong into his  Xanatos Gambit  when it turns out he expected her sudden but inevitable betrayal, and Inara beats her to the drop point.",True,Firefly,GoodIsNotDumb
"""Have you ever  been  with a warrior woman?",False,Firefly,HotAmazon
"Though to be fair, Jayne was listening in from a sniper's nest, and possibly took out the only mook acknowledged to have any skill gunslinging.",False,Firefly,ImperialStormtrooperMarksmanshipAcademy
"When  the gang  invades  Niska's   sky complex  to rescue  Mal  and not a single one of them gets hit (even when  Zoe  stops bothering to use cover), it looks like a straight example of  this trope .",False,Firefly,ImperialStormtrooperMarksmanshipAcademy
Did Zoe just shoot a man's gun out of his hand... from a hundred meters off...  from the hip?,False,Firefly,ImprobableAimingSkills
"Yes, I believe that's exactly what he just did.",False,Firefly,ImprobablePilotingSkills
And also put  Serenity herself  in BSG.,False,Firefly,Jittercam
"Mal, who often ended up having to choose between  nearly  irreconcilably different options.",False,Firefly,TheKirk
"Would be  Platonic Life Partners , but Zoe   definitively chooses her relationship with Wash over Mal in  War Stories.",True,Firefly,LikeBrotherAndSister
"Mal repeatedly acts the part of an older brother to Kaylee, particularly apparent in ""Shindig"".",True,Firefly,LikeBrotherAndSister
"He later invokes  Brain Bleach  when Kaylee mentions having to rely on batteries for a year, in the movie.",True,Firefly,LikeBrotherAndSister
"In the first episode (the last one actually aired), the overriding conflict of ""what do we do with the captured lawman"" is abruptly solved  via a bullet through the eyes  when the Reavers, a substantially more dangerous issue, arise.",True,Firefly,MakeRoomForTheNewPlot
The pilot alone has multiple examples... including several  in the same scene .,False,Firefly,MexicanStandoff
"""  In ""Heart of Gold"", we go from Mal trying to make excuses when Inara catches him coming out of Nandi's room, to Jayne sleeping next to one of the prostitutes, to Inara crying.",False,Firefly,MoodWhiplash
"Wash A man walks down the street in that hat,  people know he's not afraid of anything .",False,Firefly,NiceHat
Saffron tells a not-very-kind story of her upbringing and future prospects on Triumph.,False,Firefly,NoWomansLand
"Simon to Jayne at the end of ""Ariel,"" to the extent that it borders on hero-worship - not knowing that  Jayne had betrayed him and River to the feds .",True,Firefly,ObliviousGuiltSlinging
"Notably played straight and subverted in ""War Stories"": Mal is able to fight Niska and his  mooks  even after being severely tortured and   losing an ear,  but can't finish them off and gets help from Zoe.",True,Firefly,OnlyAFleshWound
Kaylee  really  likes strawberries.,False,Firefly,OrgasmicallyDelicious
"In ""Heart of Gold,"" Mal makes Inara jealous by having sex with  Nandi , but it is okay because the very next day  Nandi   gets shot in the chest and dies .",True,Firefly,ThePlotReaper
""" Then he turns to Chari, says ""Get on your knees,"" and the camera fades away as she starts kneeling.",False,Firefly,RapeDiscretionShot
"Its repeatedly implied,   and downright stated in the graphic novel , that Shepherd Book,   born Henry Evans, a high ranking spy for the Alliance before he defected , was this.",True,Firefly,RetiredBadass
Did you want to finish?,False,Firefly,TheSadisticChoice
"In ""Shepherd's Tale"" comic confirms that Book was scarier in his youth, when he was   an interrogator for the Alliance during the war .",True,Firefly,ScaryBlackMan
":  The end of ""Ariel,"" when Mal threatens to  throw Jayne   out the airlock .",True,Firefly,SecretTestOfCharacter
"The test was so secret it was even a surprise to Mal, who had every intention of going throught with it.",False,Firefly,SecretTestOfCharacter
"Played with in the final episode when River  tricks the bounty hunter Jubal Early into believing that Serenity, the ship which is constantly anthropomorphised throughout the series, is actually alive, and that she has become a part of it.",True,Firefly,SettingAsACharacter
Played straight inasmuch as Serenity is often referred to as the 10th star of the show.,True,Firefly,SettingAsACharacter
(The 11th being  River's feet .,True,Firefly,SettingAsACharacter
"Kaylee in ""Shindig,"" not that she was not plenty nice before that.",False,Firefly,SheCleansUpNicely
"Subverted in ""Ariel,"" when Jayne tries to use the Alliance-issue stun rifle to try to blow out the lock to get himself and the Tams away from the  Hands of Blue .",True,Firefly,ShootOutTheLock
"It isn't designed for this kind of thing, though  Mal's shotgun does a much better job .",True,Firefly,ShootOutTheLock
And they go wrong with  alarming regularity,False,Firefly,ASimplePlan
" subverted by  River in ""Objects in Space"".",True,Firefly,SpaceshipGirl
"It also doesn't taste like much of anything, making fresh produce, herbs and spices a welcome treat.",False,Firefly,SpiceOfLife
"""  Confirmed like Hell in the  Big Damn Movie , although it's more Super Assassin-Spy-Soldier than just Super Soldier.",True,Firefly,SuperSoldier
"This makes him the logical choice to handle the autopsy in ""The Message.",False,Firefly,SurgeonsCanDoAutopsiesIfTheyWant
"  Petaline  at the end of  Heart of Gold     Petaline:  ""Rance, this is Jonah.",True,Firefly,TakesALevelInBadass
"Jonah, say hi to your Daddy.",True,Firefly,TakesALevelInBadass
"""    (calmly puts a bullet through Rance's head)     Petaline:  ""Say goodbye to Daddy, Jonah.",True,Firefly,TakesALevelInBadass
"[Zoe, Jayne, and Wash unload more ammo than is really necessary into said goon]",False,Firefly,ThisIsSomethingHesGotToDoHimself
"Jayne almost suffers this fate in ""Ariel.",False,Firefly,ThrownOutTheAirlock
" Saffron  has a spectacular one near the end of ""Trash.",True,Firefly,VillainousBreakdown
"In ""Our Mrs Reynolds,""  Saffron  uses some sort of heating strip thing to weld shut the door to the cockpit.",True,Firefly,WeldTheLock
"""She don't look like much.",False,Firefly,WhatAPieceOfJunk
"In the prequel comics,  Serenity's  crew also has a shoot-out with Badger's thugs while at the docks, inside the cargo bay of their ship, with an open door behind them, and no one says anything.",False,Firefly,WretchedHive
Niska likes to do this.,False,Firefly,YouHaveFailedMe
"According to various supplementals and Joss Whedon, the giant ships that shepherded humanity from Earth to the new solar system took several generations to arrive, and  Serenity  also does not exceed light speed.",False,Firefly,FasterThanLightTravel
It is a credit to the writing on the show and the development of the universe that varying camps of fans can make convincing cases for The Alliance being a government of liberal  or  conservative  Well Intentioned Extremists .,False,Firefly,StrawmanPolitical
"The Core Worlds are  peaceful and prosperous , but  the government can do damn near anything they want  to their citizens as long as they can  justify it    such as  cut up little girls' brains  or  dose entire planets with mind control drugs .",True,Firefly,StrawmanPolitical
Done to show Becca and Tucker's actions in the present mirroring their kindergarten-aged selves.,False,FlashForward,Flashback
"Lampshaded in an  episode recap , which jokes that Ming's dungeon will be renamed ""The Mongo Inn"", ""for its liberal check-out policy""",False,FlashGordon,CardboardPrison
A later episode reveals that Ming himself is a Deviant .,True,FlashGordon,DoesThisRemindYouOfAnything
Even when Rankol tries to convince Flash that his father is already dead  for his own protection  so he'll give up and stay on Earth.,True,FlashGordon,ItSucksToBeTheChosenOne
Rankol also plays with this trope   which seems to be yet another layer in his  Chessmaster  strategy.,True,FlashGordon,MadScientist
"It is co-produced by and also airs on the American network  CBS , one of several shows developed as a means of getting around  the most recent writers' strike  (Canada is outside WGA jurisdiction).",False,Flashpoint,CTV
"Invoked by   SRU veteran Rangford  in ""Haunting the Barn,"" who shows up at the SRU to get an old case file, but ends up barricading himself in the base when his request is refused.",True,Flashpoint,AllYourBaseAreBelongToUs
"In ""Whatever It Takes"", there was a basketball coach who ended up being taken hostage by one of his players.",False,Flashpoint,AssholeVictim
  Lewis Young was the first person of the team to die .,True,Flashpoint,BlackDudeDiesFirst
"Attempted on Tasha Redford, in the first-season episode ""Attention Shoppers"", but Jules gets to Tasha  before she can jump.",False,Flashpoint,BreakTheCutie
Spike doesn't mention his real first name until the fourth season.,False,Flashpoint,EmbarrassingFirstName
 after  stepping on a land mine .,True,Flashpoint,BlackDudeDiesFirst
"By extension,  everyone  on the team breaks down at this point.",True,Flashpoint,BlackDudeDiesFirst
"In ""Attention Shoppers"", Jules talks down   Tasha before she could jump.",True,Flashpoint,InterruptedSuicide
"In ""Whatever It Takes"", Parker manages to convince   the basketball player that life isn't all about sports and that the verbal and physical abuse his  Jerkass  coach did to him and his team was wrong  before he tried to jump off the roof of his school.",True,Flashpoint,InterruptedSuicide
"When the cop thinks that   the shooter killed his son , he hunts the kid and guns him down as the situation is winding down.",True,Flashpoint,PoliceAreUseless
"Parker then delivers an  epic  verbal beatdown, describing  exactly  how the cop failed in his duty.",True,Flashpoint,PoliceAreUseless
"Subverted in Wordy's case, because although the character was written out of the squad  due to early-stage Parkinson's Disease , he still shows up whenever the SRU team deals with his new department, or when they all get together for a social event in the fourth season finale.",True,Flashpoint,PutOnABus
"Later, he frees the teenager rather than use her as a hostage, and is killed for his efforts.",False,Flashpoint,RedemptionEqualsDeath
"After  stepping on a landmine  and  keeping his foot held down firmly  as  the rest of the team evacuates a college campus around him and tries every angle possible to save him , he  calls his family to say goodbye  and  sacrifices himself  by deliberately lifting his foot off of the trigger.",True,Flashpoint,SacrificialLion
As of the beginning of the fourth season they back are together.,False,Flashpoint,UST
Which is why the job is so hard on the members of the team.,False,Flashpoint,WellIntentionedExtremist
"This is what differentiates SRU from SWAT teams: SWAT is the ""takedown"" team, leaving negotiation, profiling and other aspects to other groups, while SRU is fully integrated.",False,Flashpoint,WhyDontYaJustShootHim
"His efforts are often mocked and sometimes thwarted by  maker Lucien LaCroix  and ""Big Sister"" and   ex?",True,ForeverKnight,TitleDrop
"A woman is killed in ""The Raven"" when Nick botches taking down a pair of shotgun-armed robbers.",False,ForeverKnight,AndYouWereThere
  Schanke and Cohen  die offscreen between seasons 2 and 3.,True,ForeverKnight,BusCrash
"Nick's former love interest Janette gets  his  dream of becoming human again, and  he has to  make her back into a vampire to save her .",True,ForeverKnight,CantStayNormal
Nick and other cops carry them around.,False,ForeverKnight,CellPhone
It has the largest trunk of any car built in North America in the last 30 years.,False,ForeverKnight,CoolCar
Her only appearance in the series (outside of flashbacks in an earlier episode) is   a  Roaring Rampage of Revenge  as she kills those close to him in vengeance for his nearly killing her and entombing her for two thousand years.,True,ForeverKnight,CreepyChild
"Also,   his ranting has already gotten to his therapist: she kills one of her patients, and is about to kill another when Nick stops her .",True,ForeverKnight,CriticalPsychoanalysisFailure
"Amanda Cohen and police detective Don Schanke  were unceremoniously killed off off-screen in a plane crash, in the first episode of the series' last season.",True,ForeverKnight,DroppedABridgeOnHim
"After being  Put on a Bus , she returned for one episode, having somehow become human.",True,ForeverKnight,EmergencyTransformation
"She was then mortally injured, and Nick turned her back into a vampire, explicitly against her will, rather than let her die.",True,ForeverKnight,EmergencyTransformation
The irony of this was not lost on anybody.,True,ForeverKnight,EmergencyTransformation
"She died from ""OD'ing"" on his evil, which he re-absorbed into himself.",True,ForeverKnight,EquivalentExchange
Her grandfather alluded that she might have been capable of fully healing Nick (or at least making his gains permanent) if she had been more skilled.,True,ForeverKnight,EquivalentExchange
"What got her   trapped in a sarcophagus was the fact that she wanted LaCroix to have sex with her, which he refused to do because, you know, she was  his daughter .",True,ForeverKnight,EvenEvilHasStandards
And did I mention that physically she was 11 years old?,True,ForeverKnight,EvenEvilHasStandards
And looked 10?,True,ForeverKnight,EvenEvilHasStandards
"""  In another episode's flashbacks, Nick and LaCroix meet a young German soldier named   Adolf Hitler  on a train.",True,ForeverKnight,EvenEvilHasStandards
"At first, LaCroix wants to bring him across, but eventually decides not to: There's a kind of evil in him that ""we don't need.",True,ForeverKnight,EvenEvilHasStandards
"Frequently seems to be LaCroix's motivation, as pointed out by Natalie in ""Francesca"": Natalie:  Maybe someone's messing with your head.",False,ForeverKnight,ForTheEvulz
"LaCroix gives mini-versions of these several times throughout the show, then it gets inverted during the  Downer Ending , when LaCroix tries to convince Nick   that he'll get over Natalie's death eventually.",True,ForeverKnight,HannibalLecture
"Needless to say,  it doesn't work.",True,ForeverKnight,HannibalLecture
Vampires can do this to most humans (Natalie and Tracy are among the exceptions).,False,ForeverKnight,JediMindTrick
"One episode had a serial killer phoning a radio psychiatrist, and killing his victims on the air; he knew about phone tracing, and was keeping his calls short enough to prevent a trace.",False,ForeverKnight,PhoneTraceRace
"Next thing you know, she is quarantined in the local hospital after contracting the CIV virus from her would-be rescuer.",False,ForLovePleaseRingBellTwice,ForLovePleaseRingBellTwice.html
"Ultimately, after eight years with Ke Jie, she choses Jia Kai .",True,ForLovePleaseRingBellTwice,WrongGuyFirst
"The ideals of friendship, being true to yourself and learning to love those who are incredibly different were the cornerstones of Jim Henson's work throughout his career, and he considered  Fraggle Rock  to be one of the purest and most successful expressions of that vision.",False,FraggleRock,JimHenson
Promptly subverted when   he realizes the Universe is fine on its own and  abolishes the Gorg monarchy forever .,True,FraggleRock,AwesomeMomentOfCrowning
Is there anything more glorious than  Kermit and Robin   visiting Fraggle Rock ?,False,FraggleRock,CanonImmigrant
"This being  Fraggle Rock , it later turns out that she's a lot nicer than she seems at first.",False,FraggleRock,CatsAreMean
Doc and Sprocket's belief in the Fraggles (Gobo in particular) created the new tunnel and hole in the wall at the very end of the final episode.,False,FraggleRock,ClapYourHandsIfYouBelieve
"Amongst the Doozers, the Architect also was pretty rev.",False,FraggleRock,CoolOldGuy
"All six major Fraggles, plus Doc and Sprocket, appeared in  A Muppet Family Christmas .",False,FraggleRock,Crossover
It sounds like a challenge!,False,FraggleRock,EverythingsDeaderWithZombies
Brool the Minstrel also qualifies.,False,FraggleRock,GentleGiant
"Later on, Doc agrees with him.",True,FraggleRock,HumansAreBastards
Matt tends to hear words incorrectly.,True,FraggleRock,HumansAreBastards
"He misinterpreted "" city  creatures''.",True,FraggleRock,HumansAreBastards
Where the UK version took place.,False,FraggleRock,LighthousePoint
It's a  statement of fact .,True,FraggleRock,TheMagicGoesAway
Sidebottom  is the fun  side  of Boober that he keeps on the  bottom .,False,FraggleRock,MeaningfulName
"""Rev"" is Doozer for ""cool"".",False,FraggleRock,Neologism
Sprocket repeatedly tries (and fails) to prove the Fraggles' existence to Doc.,False,FraggleRock,NotSoImaginaryFriend
Almost literally (it's half an hour).,False,FraggleRock,OneHourWorkWeek
HBO divided the fourth and final season into two very short seasons.,False,FraggleRock,ShortRunInPeru
The first season finale has Franklin   Bash working hard to clear   Stanton Infeld of murder charges .,True,FranklinAndBash,ClearTheirName
Especially apparent in the episode where they defend the two pole-dancing instructors.,False,FranklinAndBash,Fanservice
When Stanton says goodbye to   his long deceased friend  he pats him on the cheek...and his head falls off.,True,FranklinAndBash,OffWithHisHead
"In addition to Frasier and Martin, the rest of the main cast includes Roz Doyle (Peri Gilpin), Frasier's sharp-tongued, upbeat producer, who is notorious for her healthy sex life and who soon becomes  his best friend ; Frasier's brother Niles (David Hyde Pierce), also a psychiatrist with a personality and line of interests very similar to those of his brother, with whom he shares a  close-knit  but  intensely competitive  relationship, who was a frequent visitor to the apartment and a companion in most of Frasier's complicated escapades; and Martin's physical therapist and housekeeper,  cheerful, eccentric   young Englishwoman  Daphne Moon (Jane Leeves).",False,Frasier,KelseyGrammer
